hhid,wage,grade92,age,agesq,ownchild,occ2012,private,female,lnwage,fem_age,citizen,spouce,atwork
571486033908498,27.0,46,53,2809,1,3040,1,1,3.295836866004329,53,1,1,1
607900911599037,72.11525,46,34,1156,2,3060,1,1,4.27826553371462,34,1,1,1
710709903091956,45.65,46,53,2809,0,3060,1,1,3.8210036070409776,53,1,0,1
310709942960452,20.0,41,23,529,0,3220,1,1,2.995732273553991,23,1,0,1
727399230829100,38.461333333333336,44,29,841,0,3160,1,0,3.6496534076130995,0,1,1,1
799100711090971,17.49,41,29,841,1,3220,1,1,2.8616292890305104,29,1,1,1
718569130579105,13.45,45,30,900,1,3060,1,0,2.598979106047848,0,1,1,1
718569130579105,16.016666666666666,45,32,1024,1,3060,1,1,2.7736298467481917,32,1,1,1
109083108086861,27.233333333333334,45,49,2401,0,3060,1,0,3.3044417131978476,0,0,1,1
109083108086861,16.983333333333334,45,49,2401,0,3060,1,1,2.832232471000624,49,0,1,1
310800019688816,18.531454545454547,45,40,1600,2,3060,1,1,2.919469534003095,40,1,1,1
899760603850971,27.027027027027028,40,59,3481,0,3060,1,0,3.2968373663379125,0,1,1,1
870165324900941,9.61525,43,31,961,1,3030,1,1,2.2633503797427634,31,1,1,1
370909092823579,21.630000000000003,40,26,676,2,3160,1,0,3.0740812399649675,0,1,1,1
261923006031128,10.76,44,34,1156,2,3060,1,1,2.3758355547336385,34,0,1,1
269917604028148,15.384500000000001,46,27,729,0,3060,1,1,2.733360509058375,27,1,0,1
612398063001917,38.4615,44,28,784,0,3150,1,1,3.649657740960155,28,1,1,1
988091935239220,13.0,42,22,484,0,3160,1,1,2.5649493574615367,22,1,0,1
62422730793598,18.181818181818183,45,39,1521,2,3060,1,0,2.900422093749666,0,1,1,1
261467202077329,38.45,44,28,784,0,3160,1,1,3.649358695951653,28,1,0,1
783023914239110,57.6922,45,60,3600,0,3060,1,0,4.0551219824004106,0,1,1,1
953389670427202,57.6922,45,41,1681,1,3060,1,0,4.0551219824004106,0,1,1,1
294903406027458,13.597474747474749,45,32,1024,0,3060,1,0,2.6098840951685403,0,1,1,1
499650059270972,45.45454545454545,45,55,3025,2,3060,1,0,3.816712825623821,0,1,1,1
834215260400123,38.4615,43,46,2116,3,3150,1,0,3.649657740960155,0,1,1,1
914469970307201,57.6922,46,38,1444,2,3060,1,0,4.0551219824004106,0,1,1,1
503906132696425,432.5,44,61,3721,0,3060,1,1,6.069582326371934,61,1,1,1
503908392696685,43.269,46,52,2704,3,3160,1,1,3.767436443269483,52,1,1,1
635293989500668,33.65,46,51,2601,3,3060,1,0,3.5160130560907366,0,1,1,1
640457098227719,46.153666666666666,42,59,3481,0,3060,1,1,3.831976408858159,59,1,0,1
720509988864087,57.6922,46,38,1444,3,3060,1,1,4.0551219824004106,38,1,1,1
955409570479207,43.25,46,29,841,1,3160,1,1,3.7669972333778885,29,1,1,1
209047604041671,23.55,46,34,1156,3,3060,1,1,3.159125820462427,34,1,1,1
720609941495851,36.05,43,46,2116,0,3060,1,0,3.584906863730958,0,1,0,1
65242770793297,28.0,43,48,2304,2,3030,1,1,3.332204510175204,48,1,1,1
957279570779201,14.375,43,27,729,0,3060,1,0,2.665490586683414,0,1,0,1
7006822103379,45.0,44,36,1296,3,3160,1,1,3.8066624897703196,36,1,1,1
720906444798792,23.34285714285714,46,34,1156,0,3060,1,1,3.150291033370589,34,1,1,1
300037900039071,57.6922,46,54,2916,1,3060,1,0,4.0551219824004106,0,1,1,1
964041963339700,55.55555555555556,46,27,729,0,3010,1,1,4.017383521085972,27,1,1,1
635313980300168,38.94225,44,40,1600,0,3160,1,1,3.6620797794766333,40,1,0,1
913063784339120,72.11525,45,61,3721,0,3060,1,0,4.27826553371462,0,1,1,1
330400046977914,22.435833333333335,46,43,1849,1,3060,1,1,3.110659383081029,43,0,1,1
391907604094488,60.0,45,57,3249,0,3010,1,0,4.0943445622221,0,1,1,1
643807047908098,20.0,46,63,3969,0,3060,1,0,2.995732273553991,0,1,0,1
137309680400150,50.48075,46,31,961,1,3160,1,0,3.9215920754918434,0,1,1,1
150968099933309,21.0,43,49,2401,0,3210,1,1,3.044522437723423,49,1,1,1
774395129600589,27.216666666666665,41,38,1444,0,3160,1,0,3.3038295307483643,0,1,1,1
368913705054679,31.977272727272727,46,56,3136,0,3040,1,1,3.4650254231961277,56,1,1,1
663155083905193,28.845999999999997,44,33,1089,1,3160,1,1,3.3619713351613183,33,1,1,1
730609944785953,17.02857142857143,45,31,961,0,3060,0,0,2.834892605575936,0,1,0,1
699550565050973,48.07683333333333,45,60,3600,0,3060,1,1,3.8728004256064557,60,1,1,1
47443370991997,22.596,43,44,1936,0,3160,1,0,3.1177728994630156,0,1,1,1
305077209094751,27.77777777777778,44,42,1764,2,3160,1,1,3.324236340526027,42,1,1,1
407008203105829,12.820500000000001,46,27,729,1,3060,1,1,2.5510454522920454,27,1,1,1
229579470699302,10.81725,45,30,900,0,3010,1,1,2.381142082149592,30,1,0,1
300043706025941,25.7,43,45,2025,2,3030,1,1,3.246490991901174,45,1,1,1
779049630329303,72.11525,45,53,2809,0,3060,1,0,4.27826553371462,0,1,1,1
935079938379430,24.0,43,49,2401,1,3030,1,1,3.1780538303479458,49,1,1,1
979180163440933,24.791666666666668,41,60,3600,0,3160,1,0,3.2105075751976844,0,1,1,1
404073903035041,57.6922,45,50,2500,2,3060,1,0,4.0551219824004106,0,1,1,1
204608037906599,21.142857142857142,46,60,3600,3,3060,1,0,3.0513021247088017,0,1,1,1
179070939030934,72.11525,46,31,961,0,3060,1,0,4.27826553371462,0,1,0,1
406073103010141,33.65,46,41,1681,2,3160,1,1,3.5160130560907366,41,1,1,1
475947805093188,41.20871428571429,46,34,1156,3,3060,1,0,3.7186497457791976,0,1,1,1
947061938479390,46.1492,45,52,2704,1,3060,1,0,3.831879626020714,0,0,1,1
55774320997093,20.0,44,28,784,0,3030,1,1,2.995732273553991,28,1,1,1
224632027001901,34.75,43,46,2116,1,3160,1,1,3.548179572010801,46,1,0,1
1944720698896,28.0,42,53,2809,0,3060,1,1,3.332204510175204,53,1,1,1
665022912439240,40.06402777777778,45,49,2401,2,3060,1,0,3.690478868812501,0,1,1,1
994379370467408,27.0,43,43,1849,1,3060,1,0,3.295836866004329,0,1,1,1
975015947439820,11.0,46,30,900,0,3010,1,1,2.3978952727983707,30,1,0,1
756569930457408,10.492,43,24,576,0,3030,1,1,2.3506130620046273,24,1,0,1
139406410800535,41.20871428571429,45,38,1444,2,3060,1,0,3.7186497457791976,0,1,1,1
493923700016836,22.5,45,31,961,0,3060,1,0,3.1135153092103742,0,1,0,1
497993502006848,13.0,43,24,576,0,3060,1,1,2.5649493574615367,24,1,0,1
979499759800671,38.4615,43,58,3364,0,3160,1,1,3.649657740960155,58,1,0,1
340809994932317,96.15366666666667,45,53,2809,3,3060,1,1,4.565947606166401,53,1,1,1
94895700692193,45.5,43,45,2025,1,3150,1,0,3.817712325956905,0,1,1,1
560993602030049,33.0,43,35,1225,2,3150,1,1,3.4965075614664802,35,1,1,1
560993602030049,36.0575,43,35,1225,2,3160,1,0,3.585114886475528,0,1,1,1
920900066353409,96.15357142857144,45,39,1521,3,3060,1,1,4.565946615687872,39,1,1,1
766090726579010,25.0,45,27,729,0,3000,1,1,3.2188758248682006,27,1,0,1
26735310992199,56.25,45,28,784,0,3010,1,0,4.029806041084529,0,1,0,1
232501350100183,48.07683333333333,46,64,4096,0,3060,1,0,3.8728004256064557,0,1,1,1
911169130219500,33.65375,43,37,1369,2,3030,1,1,3.516124491189194,37,1,1,1
840917095253489,9.0,39,40,1600,1,3030,1,1,2.1972245773362196,40,1,1,1
35595017908995,56.52,44,45,2025,0,3160,1,1,4.034594557816327,45,1,0,1
920053925539160,39.73,44,39,1521,2,3160,1,1,3.6821065698265074,39,1,1,1
920053925539160,40.839999999999996,44,47,2209,2,3160,1,0,3.7096619932964647,0,1,1,1
350500053362918,33.77777777777778,46,26,676,0,3160,1,0,3.5198031240700023,0,1,1,1
910951096753219,40.989999999999995,46,52,2704,2,3000,1,0,3.713328134516246,0,1,1,1
110726094909092,39.6152,45,52,2704,0,3060,1,0,3.6792128829971658,0,1,1,1
41630840980697,43.43,46,51,2601,0,3060,1,0,3.7711504465467307,0,1,0,1
489740366100980,43.43,46,39,1521,0,3060,1,0,3.7711504465467307,0,1,0,1
810541095404479,25.0,41,51,2601,0,3220,1,0,3.2188758248682006,0,1,0,1
26730840962189,16.0,44,24,576,0,3060,1,0,2.772588722239781,0,1,0,1
41630440050607,21.355555555555554,45,43,1849,2,3060,1,1,3.0613119191999725,43,1,1,1
92908203010419,24.405405405405407,44,53,2809,1,3150,0,1,3.194804640772761,53,1,0,1
400409933144390,24.025,41,44,1936,1,3060,1,1,3.1790949548563563,44,1,0,1
98978803052569,21.15375,40,41,1681,0,3220,1,1,3.0518171947401584,41,1,1,1
995449140156018,24.23075,45,32,1024,1,3160,1,1,3.187622487712988,32,1,1,1
7800460972168,21.15375,46,29,841,0,3010,0,0,3.0518171947401584,0,1,0,1
71520460984996,36.057625,45,51,2601,1,3060,1,0,3.585118353154675,0,1,1,1
98994809018627,40.865249999999996,44,49,2401,0,3150,1,1,3.710280068654017,49,1,0,1
800609939750975,46.153,43,52,2704,1,3150,1,1,3.8319619642532188,52,1,1,1
860042094909292,72.11525,45,45,2025,1,3060,1,0,4.27826553371462,0,1,1,1
883092919600738,43.269,39,57,3249,0,3030,1,1,3.767436443269483,57,1,1,1
546092369600902,57.6922,46,40,1600,0,3060,0,1,4.0551219824004106,40,1,1,1
800807917996592,43.16222222222222,44,37,1369,0,3160,1,1,3.764965627067767,37,1,1,1
28530880017402,21.153666666666666,43,43,1849,2,3160,1,1,3.0518132553205533,43,1,1,1
920898097008539,23.333333333333332,45,31,961,0,3010,1,1,3.1498829533812494,31,1,1,1
74964402068947,82.41742857142857,46,63,3969,0,3060,1,1,4.411796926339143,63,1,1,1
490613048909490,32.0,43,45,2025,2,3030,1,1,3.4657359027997265,45,1,1,1
629019480577003,57.6922,45,40,1600,3,3060,1,0,4.0551219824004106,0,1,1,1
690905014909778,51.282000000000004,45,40,1600,4,3060,1,1,3.937339813411936,40,1,1,1
869449480827006,72.11525,45,42,1764,2,3060,1,0,4.27826553371462,0,1,1,1
890961054909578,34.614285714285714,45,57,3249,0,3060,1,0,3.5442664787671667,0,1,1,1
9940390160981,57.6922,46,39,1521,0,3060,1,1,4.0551219824004106,39,1,0,1
59661400010607,27.69225,41,49,2401,3,3220,1,1,3.3211525906531154,49,1,1,1
910004099318609,23.0,46,39,1521,0,3060,1,1,3.1354942159291497,39,1,0,1
119140325700741,48.07683333333333,45,40,1600,1,3060,1,1,3.8728004256064557,40,1,1,1
410107824067471,72.11525,45,48,2304,0,3060,1,0,4.27826553371462,0,1,0,1
921429008909092,31.7,45,39,1521,2,3060,1,1,3.456316680883235,39,1,1,1
943052886189840,6.593285714285714,46,34,1156,2,3060,1,1,1.8860518151979053,34,1,1,1
27791420013100,48.0,43,34,1156,3,3160,1,0,3.871201010907891,0,1,1,1
66401820935991,19.23075,46,42,1764,0,3060,1,1,2.9565105604002095,42,1,0,1
810200029222123,28.845999999999997,46,29,841,0,3150,1,1,3.3619713351613183,29,1,0,1
810200029222123,31.25,46,27,729,0,3160,1,0,3.4420193761824107,0,1,0,1
810309935649095,15.383333333333333,45,31,961,0,3060,1,0,2.7332846722807513,0,1,1,1
191938201008359,23.333333333333332,42,36,1296,1,3220,1,1,3.1498829533812494,36,1,0,1
949193999300791,21.2692,41,37,1369,0,3220,1,1,3.0572600168451953,37,1,0,1
589620906790981,21.97142857142857,45,50,2500,2,3060,1,0,3.0897429080162304,0,1,1,1
320879093118839,26.05,41,26,676,0,3160,1,1,3.260017768199376,26,1,0,1
810709947604376,21.49,41,45,2025,0,3220,1,1,3.067587710654419,45,1,0,1
810709964108699,40.3846,44,36,1296,2,3160,1,0,3.6984485241776333,0,1,1,1
810709964108699,38.4615,46,30,900,2,3160,1,1,3.649657740960155,30,1,1,1
989027530149220,34.615249999999996,46,33,1089,2,3140,1,0,3.544294336406378,0,1,1,1
410709984816294,9.75,38,26,676,2,3030,1,1,2.277267285009756,26,1,0,1
810709946449995,34.615249999999996,44,33,1089,0,3160,1,0,3.544294336406378,0,1,1,1
581507028907898,26.923000000000002,46,31,961,0,3060,1,0,3.292980939874984,0,0,0,1
198420340320107,96.15366666666667,46,51,2601,2,3060,1,1,4.565947606166401,51,1,1,1
290886099518819,64.10244444444444,45,44,1936,0,3060,1,0,4.1604824980582364,0,1,0,1
13001890116803,31.25,44,34,1156,0,3150,1,1,3.4420193761824107,34,1,0,1
191964903092959,42.30766666666667,45,61,3721,0,3060,0,1,3.7449683147041903,61,1,0,1
391659094909291,39.6152,43,59,3481,0,3160,0,0,3.6792128829971658,0,1,1,1
410909972971794,48.06666666666667,45,46,2116,3,3060,1,0,3.8725889361827392,0,1,1,1
910910962350181,71.42857142857143,46,29,841,0,3010,1,1,4.268697949366879,29,1,0,1
16092800013109,30.575,46,58,3364,0,3060,1,0,3.420182681573236,0,1,0,1
32372800114902,17.482363636363637,45,28,784,3,3060,0,0,2.8611925805576646,0,1,1,1
10190907430042,24.038,44,39,1521,3,3160,1,1,3.179635911530597,39,1,1,1
402120058909698,25.213555555555555,46,28,784,0,3140,1,1,3.2273817687621364,28,1,1,1
820109960478393,25.0,44,29,841,0,3150,1,1,3.2188758248682006,29,1,0,1
612765094909891,72.11525,45,37,1369,0,3060,1,0,4.27826553371462,0,1,1,1
622307058909298,25.0,43,43,1849,2,3220,1,0,3.2188758248682006,0,1,1,1
108903022993454,27.5,44,29,841,0,3060,1,0,3.3141860046725258,0,1,0,1
342290679500942,57.6922,45,48,2304,2,3060,1,1,4.0551219824004106,48,1,0,1
820509919163572,13.461500000000001,45,28,784,0,3060,1,0,2.5998337593150387,0,0,0,1
510600268580082,21.25,43,31,961,2,3030,1,1,3.056356895370426,31,1,1,1
655899480139208,28.825,45,46,2116,2,3060,1,1,3.3612430661551227,46,1,1,1
270567097924749,21.15,45,41,1681,2,3060,1,0,3.0516399054922867,0,0,1,1
270567097924749,19.23075,45,37,1369,2,3060,1,1,2.9565105604002095,37,0,1,1
298988804092604,26.4375,45,27,729,0,3060,1,0,3.274783456806497,0,0,0,1
55302460982498,57.6922,45,64,4096,0,3060,1,0,4.0551219824004106,0,1,0,1
156620140950203,72.11525,46,39,1521,2,3060,1,0,4.27826553371462,0,1,1,1
72272034909899,33.98888888888889,43,50,2500,0,3150,1,1,3.5260336738206384,50,1,0,1
999007881289700,15.0,44,53,2809,2,3160,1,1,2.70805020110221,53,1,1,1
948276339700992,18.5,43,58,3364,0,3030,1,1,2.917770732084279,58,1,1,1
820909967303796,54.8,44,45,2025,0,3160,1,0,4.00369019395397,0,1,1,1
47293929900706,32.38842105263158,43,49,2401,0,3220,1,0,3.477800984005871,0,1,0,1
984009855289840,15.0,40,38,1444,0,3060,1,1,2.70805020110221,38,1,1,1
989049639249420,19.23075,46,28,784,1,3000,1,0,2.9565105604002095,0,1,1,1
760191009528680,60.096000000000004,46,39,1521,2,3040,1,0,4.095943283585798,0,1,1,1
760191009528680,43.269,46,37,1369,2,3040,1,1,3.767436443269483,37,1,1,1
10740366100083,18.5,44,59,3481,0,3140,0,1,2.917770732084279,59,1,0,1
4433820761684,57.69225,44,60,3600,0,3160,1,0,4.0551228490683195,0,1,1,1
375904402031237,43.706212121212126,46,61,3721,2,3060,1,0,3.7774902458021313,0,1,1,1
152043130340440,48.07675,44,44,1936,2,3150,1,0,3.872798692268385,0,1,1,1
140372909300995,36.057625,46,48,2304,0,3060,1,1,3.585118353154675,48,1,1,1
904005093108814,57.6922,45,53,2809,2,3060,1,0,4.0551219824004106,0,1,1,1
410540572250083,56.25,44,48,2304,1,3060,1,1,4.029806041084529,48,1,1,1
430509914027345,72.11525,45,34,1156,1,3010,1,0,4.27826553371462,0,1,1,1
504900273493145,13.45,45,26,676,0,3060,1,0,2.598979106047848,0,1,0,1
4909903798656,31.25,46,48,2304,0,3060,1,0,3.4420193761824107,0,0,1,1
21483860939597,13.0,42,51,2601,2,3160,1,0,2.5649493574615367,0,1,1,1
639720854190983,11.56,45,22,484,0,3060,1,0,2.4475508632442313,0,1,0,1
663482084909591,48.07142857142857,45,48,2304,0,3060,1,1,3.872688000029469,48,0,0,1
830609982276146,16.483428571428572,45,32,1024,0,3060,1,0,2.8023555472258956,0,1,0,1
830609982276146,57.6922,45,32,1024,0,3010,1,1,4.0551219824004106,32,1,0,1
8900903991916,36.05,45,33,1089,1,3060,1,0,3.584906863730958,0,1,1,1
486390479600736,48.07625,45,63,3969,1,3060,1,0,3.872788292176864,0,1,1,1
663307058909298,25.475,44,63,3969,0,3150,1,1,3.2376975791087887,63,1,0,1
669470306460943,19.216666666666665,45,58,3364,0,3060,0,1,2.955777958046958,58,1,1,1
689080674370983,60.0,46,48,2304,2,3040,1,1,4.0943445622221,48,1,1,1
970874097438149,20.0,41,41,1681,2,3030,0,1,2.995732273553991,41,1,1,1
830709995762796,46.14,45,44,1936,1,3060,1,0,3.8316802527456075,0,1,1,1
392928009089989,26.9,45,53,2809,0,3060,1,1,3.292126286607793,53,1,0,1
10260049080084,72.11525,46,44,1936,1,3060,1,0,4.27826553371462,0,0,1,1
610803092148129,28.2,46,28,784,0,3060,1,1,3.339321977944068,28,1,1,1
130240240610408,57.6922,45,55,3025,2,3060,1,0,4.0551219824004106,0,1,1,1
160030940520408,72.11525,46,46,2116,0,3060,1,0,4.27826553371462,0,1,0,1
38344420010903,1.9,45,30,900,0,3060,1,1,0.6418538861723947,30,1,0,1
192030340380404,33.0,45,46,2116,2,3060,1,0,3.4965075614664802,0,1,0,1
88514820956995,17.5,43,49,2401,2,3030,0,1,2.8622008809294686,49,1,1,1
90924820989794,48.07683333333333,45,46,2116,3,3060,1,1,3.8728004256064557,46,1,1,1
439180010240944,24.75,44,24,576,0,3150,1,1,3.2088254890146994,24,1,0,1
479958606026529,17.0,43,54,2916,0,3160,1,1,2.833213344056216,54,1,1,1
440609980037492,28.4090625,46,44,1936,1,3140,0,1,3.3467081963775858,44,1,1,1
987477519600987,32.0,46,29,841,1,3160,1,1,3.4657359027997265,29,1,1,1
146056122440460,14.285714285714286,45,29,841,2,3060,1,1,2.659260036932778,29,1,0,1
308907754998858,72.11525,45,42,1764,1,3060,0,1,4.27826553371462,42,1,0,1
810170798680084,32.0,42,41,1681,3,3220,1,0,3.4657359027997265,0,1,1,1
30588005644240,38.4614,46,48,2304,2,3060,1,0,3.649655140954175,0,1,1,1
584490388800762,25.0,43,46,2116,1,3160,1,1,3.2188758248682006,46,1,1,1
810310981040084,46.875,46,39,1521,0,3010,1,0,3.847484484290575,0,1,1,1
840607073958389,12.2595,45,27,729,0,3060,1,0,2.5063011466421568,0,1,0,1
840607073958389,12.740375,45,28,784,0,3060,1,0,2.544776084561684,0,1,0,1
110390726930185,32.925,44,58,3364,0,3010,1,1,3.494232247629345,58,1,0,1
194850440230504,17.775,44,56,3136,0,3060,1,0,2.8777929756893044,0,1,1,1
489620433740945,17.788249999999998,44,57,3249,0,3160,1,0,2.8785381269683965,0,1,1,1
165700040620500,28.245,44,37,1369,4,3160,0,1,3.3409164507772253,37,1,1,1
450609915983193,72.11525,45,40,1600,3,3060,0,0,4.27826553371462,0,1,1,1
450609915983193,30.0475,43,36,1296,3,3150,1,1,3.4027794628448067,36,1,1,1
954081922059020,21.355555555555554,45,28,784,0,3060,1,0,3.0613119191999725,0,1,0,1
101605060941982,72.11525,45,50,2500,0,3010,1,0,4.27826553371462,0,1,1,1
957001620400132,17.7,46,30,900,1,3000,1,0,2.8735646395797834,0,1,1,1
950930091919260,46.5,43,50,2500,2,3160,1,1,3.8394523125933104,50,1,0,1
1160160992091,48.07683333333333,46,37,1369,3,3060,1,0,3.8728004256064557,0,1,1,1
370960098401029,14.0,43,22,484,0,3160,1,0,2.6390573296152584,0,0,0,1
600267094305349,100.16000000000001,46,37,1369,2,3060,1,1,4.606768907351788,37,1,1,1
957056797019930,43.0,45,29,841,0,3160,1,0,3.7612001156935624,0,1,0,1
7055706027661,53.41861111111111,42,36,1296,3,3220,1,1,3.978159207926211,36,1,0,1
105905160395836,60.475,45,42,1764,3,3060,0,1,4.102230056496091,42,1,1,1
500609977507564,29.326749999999997,43,29,841,0,3030,1,1,3.3785000688033255,29,1,1,1
660398065906997,64.90375,46,35,1225,1,3060,1,1,4.172905403242624,35,0,1,1
967016903059460,51.923,44,60,3600,0,3160,1,1,3.949761851928414,60,1,1,1
975008959059280,44.37861538461539,46,54,2916,0,3060,1,0,3.7927577179329193,0,1,1,1
100989096101439,36.057625,45,47,2209,2,3060,0,0,3.585118353154675,0,1,1,1
630787095601999,19.23071428571429,46,39,1521,1,3160,1,1,2.956508703253771,39,1,1,1
905701880596029,15.625,45,32,1024,0,3060,1,1,2.7488721956224653,32,1,1,1
94941204005936,57.6922,45,46,2116,2,3060,0,1,4.0551219824004106,46,1,1,1
100909924344065,57.6922,46,57,3249,0,3060,1,0,4.0551219824004106,0,1,1,1
100909924344065,57.6922,46,45,2025,0,3060,1,1,4.0551219824004106,45,1,1,1
999240461700750,26.666666666666668,45,49,2401,2,3060,1,1,3.283414346005772,49,1,1,1
779559450227005,27.472285714285714,46,46,2116,1,3000,1,0,3.313177704300722,0,1,1,1
705900961895180,57.6922,44,43,1849,1,3060,1,1,4.0551219824004106,43,1,1,1
110109924067481,57.6922,45,39,1521,0,3060,1,1,4.0551219824004106,39,1,0,1
14101120686990,45.13333333333333,44,46,2116,2,3060,1,1,3.809621071810065,46,0,1,1
110209986526563,35.0,41,47,2209,0,3220,1,1,3.5553480614894135,47,1,1,1
292390550040104,72.11525,45,38,1444,3,3060,0,0,4.27826553371462,0,1,1,1
901005571101202,40.06388888888889,43,45,2025,1,3220,1,0,3.6904754021333543,0,0,1,1
270924091311059,16.0,46,59,3481,0,3060,1,0,2.772588722239781,0,1,1,1
70901130990892,48.07683333333333,45,39,1521,2,3060,1,1,3.8728004256064557,39,1,1,1
800937092011099,48.07683333333333,45,59,3481,0,3060,1,0,3.8728004256064557,0,1,1,1
963379850329107,14.25,44,19,361,0,3150,1,1,2.6567569067146595,19,1,0,1
101015607055351,24.025,46,41,1681,1,3060,0,0,3.1790949548563563,0,1,1,1
979053978159170,10.0,43,47,2209,1,3160,1,1,2.302585092994046,47,1,1,1
81073144110570,15.0,39,33,1089,3,3220,1,1,2.70805020110221,33,1,1,1
310151478740011,20.0,39,42,1764,0,3220,1,1,2.995732273553991,42,1,0,1
401901641193405,26.425,43,49,2401,3,3220,1,1,3.2743105317563015,49,1,1,1
713199289600805,37.52,43,49,2401,1,3150,1,1,3.624874124138024,49,1,1,1
18198229700877,30.0,44,48,2304,2,3010,1,0,3.4011973816621555,0,1,1,1
54391170975696,51.282000000000004,46,48,2304,2,3060,1,1,3.937339813411936,48,1,1,1
350977098815887,38.4615,45,49,2401,1,3010,1,1,3.649657740960155,49,1,1,1
57471170994590,17.62816666666667,46,30,900,1,3060,1,0,2.869498001590518,0,1,1,1
977139810689109,9.0,41,58,3364,0,3200,1,1,2.1972245773362196,58,1,0,1
899240092350911,20.512666666666668,43,51,2601,0,3150,1,1,3.0210425815101556,51,1,0,1
37471580992198,23.07675,43,44,1936,1,3150,1,1,3.1388256171665394,44,1,1,1
450983092011369,19.23075,43,47,2209,1,3150,0,1,2.9565105604002095,47,1,1,1
998429310329107,28.0,43,35,1225,1,3150,1,1,3.332204510175204,35,1,1,1
902049982159830,18.75,42,35,1225,2,3030,1,1,2.9311937524164198,35,1,1,1
101007701101829,37.3,46,36,1296,1,3060,0,0,3.6189933266497696,0,1,1,1
999099945159240,18.0,43,26,676,0,3030,1,1,2.8903717578961645,26,1,0,1
705103042109190,33.65375,46,28,784,0,3160,1,1,3.516124491189194,28,1,1,1
97212510698398,12.820500000000001,45,33,1089,0,3060,0,1,2.5510454522920454,33,1,1,1
97212510698398,13.461400000000001,45,38,1444,0,3060,1,0,2.5998263306947935,0,0,1,1
43182130698599,30.0,42,47,2209,0,3060,1,1,3.4011973816621555,47,1,0,1
120300077669510,82.41742857142857,45,58,3364,0,3060,1,0,4.411796926339143,0,1,1,1
944839850459206,37.1875,43,53,2809,0,3150,0,1,3.6159726833058485,53,1,0,1
84052140998894,39.90375,43,45,2025,2,3210,1,0,3.686470304441914,0,1,1,1
499610904480752,14.15,44,28,784,0,3220,1,1,2.649714624089247,28,1,0,1
520407977669580,16.92,46,56,3136,0,3010,1,0,2.8284963541780774,0,1,1,1
549120192010952,36.057625,46,49,2401,2,3060,1,1,3.585118353154675,49,1,1,1
